City,State,Property Type,Bedrooms,Bathrooms,Price (USD),Square Feet,Availability,Walk Score,Property Rating,Street Address,Property Name,Availability Date
San Francisco,California,House,2,2,3958.23,2322,Not Available,37,3.2,61239 Butler Cove,"Parks, Turner and Martin Apartments",2024-09-06
NYC,New York,Apartment,3,2,12960.89,1238,Available,48,3.3,6138 Henderson Way,Hernandez-Coleman Apartments,2024-08-11
Tampa,Florida,Apartment,3,2,4219.05,2163,Available,58,4.8,34021 Jonathan Estate Apt. 998,Carlson-Gates Apartments,2024-12-18
Chicago,Illinois,Condo,2,3,9708.39,873,Not Available,65,4.8,2449 Jason Flats Apt. 621,"Stevens, Davis and Martin Apartments",2024-09-08
Miami,Florida,Apartment,4,3,11063.6,672,Available,94,4.4,2842 Joshua Mount Suite 428,"Turner, Chang and Stephens Apartments",2025-11-28
Buffalo,New York,House,4,1,8909.49,2295,Not Available,90,3.4,392 Smith Mount Apt. 218,"Richards, Diaz and Wright Apartments",2026-03-03
Pittsburgh,Pennsylvania,House,3,2,13112.6,2081,Not Available,60,2.7,17133 Brown Canyon,"Black, Nguyen and Medina Apartments",2025-01-16
Orlando,Florida,Apartment,1,1,3448.59,714,Not Available,70,4.1,274 Charles Route,Hale Inc Apartments,2025-12-30
Dallas,Texas,Condo,3,1,9669.39,967,Not Available,50,4.1,81362 Matthews Mountain,"Nelson, Davis and Woodward Apartments",2025-12-22
San Diego,California,Condo,2,1,4207.84,1529,Not Available,88,3.5,8574 White Cape Suite 439,Briggs-Newton Apartments,2025-12-03
Orlando,Florida,House,2,1,9508.82,1493,Not Available,73,3.3,2940 Amy Neck Apt. 846,Moore and Sons Apartments,2024-04-20
Chicago,Illinois,House,3,3,8543.25,1334,Available,92,4.0,068 Sarah Loaf,Fox and Sons Apartments,2024-12-23
Atlanta,Georgia,House,3,1,11194.02,1043,Not Available,66,3.4,78523 Lucas Heights,"Reid, Castro and Robinson Apartments",2024-04-06
San Diego,California,Townhouse,2,3,3112.3,1366,Available,32,2.8,7121 John Street Apt. 673,"Cox, Henderson and Mendoza Apartments",2024-07-27
NYC,New York,Condo,2,3,6208.69,1011,Not Available,79,2.9,4389 Graham Gardens Suite 020,Fox Group Apartments,2024-09-07
San Diego,California,Apartment,4,3,10883.38,1727,Available,83,3.2,334 Perez Meadow Apt. 450,"Edwards, Shaffer and Anderson Apartments",2024-09-27
San Francisco,California,House,1,1,3814.47,1192,Available,85,5.0,0986 Shannon Landing Suite 029,Shaw LLC Apartments,2024-09-10
Tampa,Florida,House,1,2,2695.16,916,Not Available,99,3.9,90077 Bradley Club,Pena-Patel Apartments,2024-08-22
NYC,New York,Condo,1,1,4418.84,837,Not Available,69,3.7,8831 Clark Via,"Norton, Foster and Garrett Apartments",2025-01-10
San Francisco,California,Condo,4,2,13744.43,1206,Available,56,2.6,3900 Michael Plaza,"Dennis, Sims and Beck Apartments",2024-09-26
San Francisco,California,Condo,1,1,1983.07,1295,Not Available,57,3.8,9882 West River,"Pierce, Chen and Barnes Apartments",2025-05-27
Pittsburgh,Pennsylvania,Townhouse,3,1,5349.24,2088,Available,98,2.7,62760 White Island Suite 058,"Snow, Smith and Greer Apartments",2025-06-10
Los Angeles,California,House,1,3,1150.72,771,Not Available,92,4.6,251 Corey Glens,"Moore, Moon and Campbell Apartments",2026-03-24
San Diego,California,Apartment,3,3,6796.93,1889,Not Available,84,4.3,97488 Deanna Cove,Johnson PLC Apartments,2024-05-05
Tampa,Florida,Apartment,1,1,4251.51,855,Not Available,86,4.4,4924 Ashley Club Suite 553,"Hall, Wright and Burch Apartments",2024-08-26
Los Angeles,California,Townhouse,2,3,9988.82,2440,Available,85,4.2,6001 Gabriella Cliff Apt. 656,Cox-Blair Apartments,2024-07-11
Tampa,Florida,Condo,4,2,7198.68,774,Not Available,34,3.9,9354 Walls Rapids,Haynes Ltd Apartments,2024-07-31
Los Angeles,California,Apartment,2,1,5186.32,2387,Available,33,4.0,715 Baker Points,Sloan Group Apartments,2024-04-17
Pittsburgh,Pennsylvania,House,2,2,5871.02,1060,Available,72,4.3,4546 Sarah Lane Apt. 344,Webster-Kennedy Apartments,2025-04-17
Tampa,Florida,Condo,4,1,5749.71,1940,Not Available,42,4.2,69451 Mark Drive Apt. 217,"Lopez, Taylor and Mcdonald Apartments",2025-12-16
Los Angeles,California,Townhouse,1,1,2214.41,1767,Available,51,4.0,9147 Thomas Centers,"Sutton, Whitaker and Smith Apartments",2025-08-30
Houston,Texas,Condo,3,3,8597.63,2224,Available,66,4.1,22875 Owens Locks,Moore PLC Apartments,2024-12-20
Los Angeles,California,Condo,3,3,7078.38,2114,Not Available,38,4.2,0951 Blake Loaf Suite 582,Harris-Smith Apartments,2025-02-22
Atlanta,Georgia,Apartment,3,1,9766.53,1626,Available,31,3.2,346 Morales Island Apt. 513,Anderson-Mayer Apartments,2025-05-27
Orlando,Florida,Apartment,4,2,17246.51,1942,Not Available,35,3.6,3918 Natasha River,"Le, Pugh and Mcdonald Apartments",2025-03-15
NYC,New York,House,2,1,9497.96,2083,Available,37,3.1,123 Kimberly Harbor Apt. 116,Mejia-Mclaughlin Apartments,2024-07-05
Los Angeles,California,Apartment,4,1,19644.31,1473,Available,35,4.1,8008 Contreras Throughway,"Mclaughlin, Brown and Lee Apartments",2025-08-27
Houston,Texas,House,3,1,14850.85,1732,Available,81,4.5,7548 Smith Mill Apt. 454,Wilson LLC Apartments,2026-02-11
Philadelphia,Pennsylvania,Apartment,3,3,14274.82,1486,Not Available,43,2.6,38638 Michelle Road Suite 943,Lee-Rose Apartments,2025-07-18
Philadelphia,Pennsylvania,Townhouse,3,2,5980.06,1594,Available,36,4.1,4843 James Street Apt. 770,Wilcox-George Apartments,2024-04-18
Philadelphia,Pennsylvania,Townhouse,1,3,4894.98,1673,Available,51,3.4,88567 Teresa Field,Evans LLC Apartments,2024-08-18
Tampa,Florida,Apartment,2,3,3732.46,788,Not Available,31,3.7,57155 Miller Flat,"Combs, Nelson and Jacobson Apartments",2025-11-30
Houston,Texas,House,1,3,1505.32,1587,Available,73,4.3,578 Kelly Creek Suite 862,Turner and Sons Apartments,2024-08-22
Miami,Florida,Apartment,1,1,2713.58,1575,Not Available,83,4.5,691 Jean Pine Apt. 035,Valencia-Ross Apartments,2026-01-30
San Francisco,California,Condo,2,2,4950.47,1556,Available,66,4.6,45272 Connie Plains Apt. 954,"Davis, Williams and Olson Apartments",2024-11-05
Los Angeles,California,Apartment,3,3,3873.15,1816,Not Available,35,4.6,637 Underwood Dam Suite 968,"Morgan, Obrien and Sandoval Apartments",2026-02-23
Atlanta,Georgia,Townhouse,4,2,9578.67,1031,Available,82,5.0,827 Mcguire Roads,Torres Group Apartments,2024-11-07
Orlando,Florida,Townhouse,3,2,8723.39,1839,Available,44,4.1,886 David Isle,Turner-Meyer Apartments,2024-04-13
Orlando,Florida,Condo,1,1,1830.86,1775,Not Available,51,4.1,387 Farrell Grove,George-Edwards Apartments,2024-11-08
Miami,Florida,Apartment,2,1,7750.16,613,Not Available,77,2.9,945 Anna Island Suite 961,"Lewis, Wilson and Martin Apartments",2026-01-03
Miami,Florida,Condo,1,3,4767.77,2482,Available,50,2.9,35046 Anderson Glens Suite 265,Mann-Gutierrez Apartments,2025-12-18
Pittsburgh,Pennsylvania,Apartment,4,1,8201.96,1163,Available,68,2.5,90118 Taylor Summit Apt. 978,Burke LLC Apartments,2026-01-09
San Francisco,California,House,4,2,13258.09,1188,Not Available,80,4.6,6831 Jesus Lane,"Bright, Curtis and Rose Apartments",2025-07-04
Buffalo,New York,Apartment,1,3,3490.92,1663,Available,95,2.9,45282 Fowler Glen Apt. 129,Burke-Harrell Apartments,2024-11-09
Dallas,Texas,Townhouse,2,1,7374.94,1538,Not Available,31,3.5,02724 Page Skyway Suite 345,Schmitt-Maxwell Apartments,2024-09-15
Tampa,Florida,Townhouse,1,2,1987.1,922,Not Available,34,2.7,21456 Lindsey Neck,Montgomery-Wolfe Apartments,2026-02-15
Philadelphia,Pennsylvania,House,3,3,4832.45,802,Not Available,38,3.1,0612 Kevin Lodge,Walker-Little Apartments,2024-04-08
Houston,Texas,House,4,1,7469.35,1101,Available,84,3.9,004 Evan Road Suite 649,Simpson Group Apartments,2025-12-20
Austin,Texas,Apartment,4,2,5564.56,1373,Not Available,36,4.2,6109 Loretta Flats,"Johnson, Johnson and Wood Apartments",2026-01-10
Orlando,Florida,Condo,3,2,12018.5,1115,Available,30,3.1,581 Martha Cove Suite 930,"Cuevas, Hays and Peck Apartments",2024-08-27
Chicago,Illinois,Apartment,2,3,8234.73,1829,Not Available,49,3.4,19785 Bush Villages,Williams PLC Apartments,2025-05-02
Pittsburgh,Pennsylvania,Townhouse,1,2,2933.0,987,Available,66,3.4,3639 Baxter Isle,Park Ltd Apartments,2025-03-08
Chicago,Illinois,House,2,2,7976.58,806,Available,86,2.7,6938 Gilbert Cape Apt. 587,Compton-Thompson Apartments,2025-09-26
San Diego,California,Condo,3,1,9122.55,658,Available,50,3.2,171 Nelson Pines,Riddle Group Apartments,2025-07-27
Orlando,Florida,Apartment,2,2,2862.33,1624,Not Available,52,4.1,91581 Wilson Roads,"Martin, Kim and Davis Apartments",2024-04-17
Tampa,Florida,Condo,3,2,11860.2,2145,Not Available,32,4.7,4874 Bush Mall Suite 152,Noble-Clark Apartments,2025-03-05
Pittsburgh,Pennsylvania,Condo,3,2,11216.48,1458,Not Available,90,4.1,21013 Margaret Shoals Apt. 258,Mckenzie PLC Apartments,2025-04-13
Miami,Florida,House,1,2,3044.89,1994,Available,85,4.2,50224 Hughes Islands,King-Ali Apartments,2025-09-29
Dallas,Texas,Townhouse,2,2,2763.91,1264,Available,75,2.9,3484 Adams Port Suite 223,Montgomery and Sons Apartments,2024-10-14
Dallas,Texas,Apartment,3,1,12140.08,1189,Not Available,66,3.4,112 Navarro Loop,"Simmons, Stout and Moran Apartments",2025-07-26
Buffalo,New York,Apartment,4,3,13421.37,1936,Available,43,3.1,848 Barber Spring Suite 350,Jones-Oliver Apartments,2024-10-10
Los Angeles,California,Townhouse,4,3,13191.55,2210,Not Available,79,2.5,6591 Benjamin Vista,"Bowman, Murray and Liu Apartments",2024-07-30
Pittsburgh,Pennsylvania,Townhouse,4,3,5073.1,1158,Not Available,43,4.5,5659 Forbes Lane Suite 806,"Navarro, Booker and Harper Apartments",2025-08-23
Atlanta,Georgia,Townhouse,2,2,2516.11,965,Not Available,52,3.5,0103 King Park,"Oliver, Chung and Bush Apartments",2024-12-29
Albany,New York,Townhouse,4,1,14244.72,2008,Available,70,2.8,529 Christian Motorway,Mccoy Inc Apartments,2025-02-06
Atlanta,Georgia,Apartment,1,3,2048.37,1848,Available,95,3.9,575 Lucas Underpass Apt. 655,"Brooks, Reed and Adams Apartments",2025-04-01
Miami,Florida,Condo,4,3,12268.99,1235,Not Available,40,4.1,75074 Brent Forks Suite 910,"Nunez, Cook and Boyd Apartments",2025-08-20
San Francisco,California,Apartment,3,1,14398.61,1691,Available,66,4.9,8540 Paul Lights,"Mendoza, Oconnor and Cooper Apartments",2025-09-16
Albany,New York,Apartment,2,2,5520.39,617,Available,58,3.9,0502 Gomez Harbors,Smith-Andrews Apartments,2025-07-26
San Diego,California,Apartment,2,2,9863.7,2207,Available,65,3.8,330 Harrison Street Apt. 938,Murillo-Fields Apartments,2024-06-17
Orlando,Florida,Apartment,3,3,11632.99,2054,Available,58,2.8,970 Owens Route Suite 292,"Henderson, Sullivan and Garcia Apartments",2024-07-28
Dallas,Texas,Apartment,2,2,6034.87,2283,Not Available,90,4.4,8936 Thomas Inlet,"Gardner, Watson and Mccarthy Apartments",2025-10-14
NYC,New York,Townhouse,1,1,3160.43,921,Not Available,57,2.8,95322 Kristina Junctions Apt. 206,Long Ltd Apartments,2026-02-11
Austin,Texas,Townhouse,1,1,2697.27,2162,Available,76,2.7,69041 Moreno Stravenue,"Wallace, Cannon and Guzman Apartments",2026-01-25
Houston,Texas,Townhouse,4,3,17052.95,1274,Not Available,69,3.6,1798 Ana Meadow Apt. 133,Wagner-Ramirez Apartments,2024-10-07
Orlando,Florida,Condo,4,2,13451.67,2147,Not Available,64,3.8,6898 Peter View Suite 215,"Harrison, Klein and Wilson Apartments",2024-08-04
Tampa,Florida,Condo,1,3,1765.72,1559,Not Available,69,4.5,67757 Lee Lane Apt. 530,Joseph and Sons Apartments,2025-12-30
Atlanta,Georgia,Apartment,3,2,4765.77,2105,Available,87,4.4,56769 Reed Orchard Suite 638,"Reyes, Alvarez and Garcia Apartments",2024-11-10
Miami,Florida,Townhouse,2,1,8678.64,1416,Available,37,3.2,629 Chloe Locks Apt. 407,Howell Inc Apartments,2025-01-28
Houston,Texas,Condo,2,3,6793.48,2020,Available,81,3.5,58281 James Station,Wright-Williams Apartments,2024-12-22
San Francisco,California,Apartment,4,1,11562.98,702,Available,64,2.8,297 Miller Pass,Pierce-Stone Apartments,2024-09-05
Houston,Texas,House,1,3,4158.3,1151,Available,90,2.8,632 Brandon Spring,Ho-Henderson Apartments,2024-04-18
Austin,Texas,House,4,2,6129.04,1732,Not Available,89,2.8,15855 Eddie Station,Faulkner-Olson Apartments,2026-03-15
Austin,Texas,House,3,3,3718.5,2497,Available,57,2.7,21038 Elliott Ports Apt. 600,Kelly PLC Apartments,2024-12-14
Dallas,Texas,House,4,3,13588.09,2081,Available,56,3.2,514 Faulkner Expressway,"Watson, Palmer and Osborn Apartments",2024-04-25
San Diego,California,House,4,3,18542.73,1475,Not Available,95,2.8,697 Edward Centers,"Carey, Jones and Cruz Apartments",2024-07-20
Tampa,Florida,House,1,1,4723.03,1984,Not Available,86,4.2,99145 Lance Locks,Nguyen-Phillips Apartments,2026-03-25
Buffalo,New York,Townhouse,1,1,1777.71,2221,Not Available,46,3.5,6363 Leonard Road Suite 940,Anderson and Sons Apartments,2025-06-04
Tampa,Florida,Condo,3,3,14883.09,1341,Available,61,3.1,650 Pham Mall Apt. 938,Bennett-Larson Apartments,2025-05-24
San Francisco,California,Apartment,4,3,15171.96,1136,Available,38,4.2,7786 Young Skyway Suite 862,Choi-Snyder Apartments,2026-01-18
Miami,Florida,Apartment,3,3,6550.85,1323,Available,99,2.6,5856 Scott Ford,Carter LLC Apartments,2025-09-24
Pittsburgh,Pennsylvania,Condo,4,2,17571.29,1907,Available,32,2.6,8020 Mark Parkway Apt. 429,Owens LLC Apartments,2025-12-27
Philadelphia,Pennsylvania,Apartment,1,3,4975.62,1426,Available,92,4.7,1843 Krista Islands Apt. 918,"Jones, Alexander and Davis Apartments",2025-05-05
Albany,New York,Apartment,4,1,19688.44,2247,Not Available,96,4.6,67364 Thornton Locks Apt. 159,Le-Walker Apartments,2025-05-11
NYC,New York,Townhouse,2,1,4330.5,693,Not Available,54,3.2,432 Martin Flat,"Chaney, Sutton and Davis Apartments",2025-04-02
NYC,New York,Townhouse,1,1,2408.94,1247,Available,59,3.1,44063 Tonya Drives,Johnson LLC Apartments,2026-01-31
Dallas,Texas,House,3,2,12522.23,1990,Not Available,74,3.3,5706 Adams Harbors Apt. 598,"Weber, Farmer and Sanchez Apartments",2025-06-07
Tampa,Florida,House,2,3,8682.01,2486,Not Available,69,4.3,981 Jaclyn Groves,"Parker, Weeks and White Apartments",2024-06-21
Pittsburgh,Pennsylvania,Condo,1,1,4425.92,1843,Not Available,57,3.5,318 Nicole Flat,Suarez LLC Apartments,2024-06-19
Albany,New York,House,2,1,3787.18,1106,Available,74,4.2,46901 Parks Inlet Apt. 168,Salinas-Walker Apartments,2024-04-20
Tampa,Florida,Condo,2,3,3815.62,1026,Not Available,47,4.7,87538 Moreno Plain,"Norman, Hunter and Russo Apartments",2024-09-06
Orlando,Florida,House,4,1,15772.23,973,Available,96,3.5,0736 Patrick Oval Suite 473,Cummings-Ryan Apartments,2024-05-15
Buffalo,New York,Apartment,2,2,4955.5,1876,Available,53,3.9,0481 Smith Vista,Howard-Lloyd Apartments,2024-11-26
Los Angeles,California,Townhouse,1,2,1989.13,1880,Available,39,4.0,512 Michael Rest Apt. 885,"Thomas, Garcia and Taylor Apartments",2024-07-16
San Diego,California,Townhouse,2,1,6311.24,1196,Not Available,45,3.6,8093 Laura Tunnel,Edwards Inc Apartments,2024-09-30
Austin,Texas,Townhouse,2,3,4468.76,1160,Not Available,30,3.7,29711 Eric Mill Apt. 062,"Middleton, Morris and Hall Apartments",2024-11-12
Pittsburgh,Pennsylvania,House,4,3,12778.4,2067,Not Available,72,4.8,61899 Friedman Lock,Watson and Sons Apartments,2026-02-18
Miami,Florida,Townhouse,1,2,2950.49,2237,Not Available,33,2.7,983 James Stravenue,"Smith, Miller and Dickson Apartments",2025-05-02
Philadelphia,Pennsylvania,Apartment,2,1,4810.53,1991,Available,37,3.8,3158 Brown Lock Apt. 078,Gonzalez-Smith Apartments,2025-05-21
Los Angeles,California,Townhouse,3,1,3035.44,2064,Not Available,58,2.6,3480 Hernandez Trace Suite 966,"Franklin, Ellis and Smith Apartments",2025-10-28
Albany,New York,Condo,2,3,7604.04,2351,Not Available,54,4.2,948 Travis Unions,Oliver-Bridges Apartments,2024-11-15
Orlando,Florida,Townhouse,2,1,3695.08,1641,Not Available,77,2.6,51240 Betty Highway,Johnson-Dickson Apartments,2025-11-08
NYC,New York,Condo,2,3,5325.02,1202,Available,80,4.3,9664 Ricky Summit Apt. 232,Moran Inc Apartments,2024-08-30
Pittsburgh,Pennsylvania,Apartment,4,3,18688.62,1454,Not Available,52,4.3,359 Michael Forge,Bauer-Miller Apartments,2024-11-20
San Francisco,California,Condo,1,3,2641.45,2280,Not Available,52,4.8,4908 Copeland Manor Apt. 320,Wheeler-Moss Apartments,2024-10-11
Albany,New York,Apartment,2,3,2221.68,2206,Not Available,75,4.0,3282 Valerie Trafficway Apt. 147,"Gentry, Dunlap and Gomez Apartments",2025-05-09
Miami,Florida,House,3,2,13909.81,2375,Not Available,48,2.9,3025 Kristopher Manor Suite 934,Smith-Davis Apartments,2024-09-29
Miami,Florida,House,3,2,12873.03,1181,Available,88,3.2,665 Compton Plaza,Booth Ltd Apartments,2025-11-16
Tampa,Florida,Condo,1,2,4647.55,989,Not Available,46,3.6,616 Amanda Fields Suite 594,Griffin-Williams Apartments,2025-03-10
Austin,Texas,House,1,3,1452.02,1002,Not Available,33,3.8,9798 Rogers Mountain,"Blake, Hughes and Ramirez Apartments",2025-10-12
Buffalo,New York,Condo,3,1,10624.31,2317,Not Available,79,3.1,74054 Johnson Isle Suite 275,"Barnes, Wright and Hall Apartments",2025-08-10
NYC,New York,Apartment,1,3,3858.57,1473,Available,95,2.7,80606 Brandon Hollow Suite 567,Taylor LLC Apartments,2025-09-12
San Francisco,California,Condo,3,2,12000.3,1184,Available,46,4.9,6202 John Wells,"Washington, Stark and Daniels Apartments",2025-04-12
NYC,New York,Apartment,3,2,12562.05,1782,Available,30,3.0,2860 Donna Mountain Apt. 862,Shaffer-Austin Apartments,2024-08-01
Atlanta,Georgia,Apartment,2,3,5657.28,2028,Not Available,95,4.0,822 Steven Village Apt. 881,"Pacheco, Williams and Sloan Apartments",2025-01-02
Tampa,Florida,Apartment,4,1,12452.49,868,Not Available,92,3.3,93669 Karl Estates Suite 597,"Allen, Thompson and Martin Apartments",2025-03-09
Austin,Texas,Apartment,2,2,8238.02,1221,Available,88,3.6,06787 Hodge Heights,"Mahoney, Hawkins and Wade Apartments",2024-04-14
Houston,Texas,Townhouse,3,3,7164.64,1555,Not Available,68,4.4,9030 Maria Track,"Harrell, Reed and Martin Apartments",2024-04-18
Miami,Florida,Apartment,4,2,14165.65,2001,Not Available,53,3.7,567 Charles Gardens,Odonnell PLC Apartments,2025-12-30
Austin,Texas,Townhouse,4,1,17491.98,2429,Available,69,4.8,588 Parker Garden Apt. 045,Matthews-Randall Apartments,2024-09-25
San Francisco,California,Townhouse,4,2,17012.27,2223,Not Available,69,4.0,3116 Amber Gateway Apt. 353,Woods and Sons Apartments,2025-06-10
San Francisco,California,House,2,3,4002.75,1312,Not Available,55,4.1,6322 Sanchez Rapids,Hunt LLC Apartments,2025-03-25
Austin,Texas,Townhouse,1,3,2892.67,1032,Available,37,3.7,28646 Christopher Rest Suite 038,Bailey Ltd Apartments,2025-12-12
Tampa,Florida,Apartment,2,2,2439.7,1577,Not Available,65,4.2,734 David Flat,Rodriguez-Salazar Apartments,2025-10-01
NYC,New York,Condo,2,3,9024.86,1037,Not Available,81,2.7,57945 Matthews Gateway,"Medina, Potter and Powers Apartments",2025-09-08
Miami,Florida,Townhouse,3,3,4867.41,2363,Available,79,2.5,1788 Yang Flats Apt. 682,"Thompson, Ramirez and Martin Apartments",2025-09-01
Miami,Florida,Townhouse,4,3,17465.7,2431,Not Available,90,4.6,923 Dave Road,"Martin, Turner and Humphrey Apartments",2024-04-26
Philadelphia,Pennsylvania,Apartment,1,2,1095.12,926,Available,60,2.7,1503 Daniel Ferry,"Gardner, Burch and Davis Apartments",2025-03-11
Albany,New York,Condo,4,2,9154.12,2114,Not Available,64,4.8,8621 James Rue,Carrillo Group Apartments,2025-09-22
Chicago,Illinois,Apartment,3,3,10021.56,1543,Not Available,68,4.2,3059 Andrea Burg Suite 456,Grant LLC Apartments,2024-12-20
Orlando,Florida,Apartment,3,3,5403.19,888,Available,54,4.5,432 Mcdonald Shoal,"Valdez, Murphy and Lynch Apartments",2025-06-13
Pittsburgh,Pennsylvania,Apartment,2,3,7356.42,1375,Available,46,4.9,83599 Cross Via,"Parks, Ortiz and Smith Apartments",2025-05-16
Pittsburgh,Pennsylvania,Apartment,1,1,4833.35,1876,Not Available,67,4.8,4117 Jasmine Valley,Woodward-Brewer Apartments,2024-04-23
Houston,Texas,Townhouse,2,2,8122.0,1812,Not Available,98,2.9,5965 Jason Court Suite 439,"Curtis, Reyes and Ortiz Apartments",2025-06-11
Pittsburgh,Pennsylvania,Townhouse,1,1,2900.45,1219,Available,95,4.9,248 Dustin Pass,"Ramos, Adams and Woods Apartments",2025-05-05
San Diego,California,Townhouse,4,2,8960.93,1736,Available,47,4.5,7542 Scott Cove Apt. 671,Padilla-Cole Apartments,2026-03-29
San Francisco,California,Apartment,2,1,6840.6,635,Not Available,40,2.6,100 David Harbors,"Hayes, Ewing and Clayton Apartments",2026-02-03
Tampa,Florida,House,3,2,14610.64,685,Available,84,3.2,2960 Kimberly Highway Suite 144,Myers-Kramer Apartments,2024-10-29
NYC,New York,Townhouse,3,1,14015.71,1037,Not Available,80,4.7,549 Sarah Locks,Murphy-Lopez Apartments,2024-11-21
Albany,New York,House,3,3,7781.34,1304,Not Available,85,3.7,923 Cindy Row,"Atkins, Castro and Baldwin Apartments",2026-02-23
Tampa,Florida,House,2,2,5812.2,706,Not Available,83,4.4,10900 Pena Fields Suite 236,Shaw-Cooper Apartments,2024-10-10
Los Angeles,California,Apartment,1,3,4272.06,1985,Not Available,95,4.6,811 Michael Ville,"Padilla, Wright and Figueroa Apartments",2025-10-29
San Francisco,California,House,1,3,4032.8,2122,Not Available,63,4.8,7082 Sutton Views,"Hunt, Frey and Roberson Apartments",2025-06-18
Tampa,Florida,Apartment,1,2,3841.63,1802,Not Available,79,2.5,42824 Vincent Harbors Apt. 916,Gilbert-Dyer Apartments,2025-10-13
Philadelphia,Pennsylvania,Condo,1,3,2084.83,1271,Available,36,2.8,6821 Anthony Manor Suite 391,"Brown, Delacruz and Castillo Apartments",2025-08-04
Chicago,Illinois,House,3,2,6191.08,1206,Not Available,54,3.2,3076 Melissa Pike,"Harrison, Parker and Watts Apartments",2025-01-02
Buffalo,New York,Apartment,4,1,18875.2,1968,Available,86,4.7,13596 Diaz Manor Suite 575,Rodriguez-Lucas Apartments,2024-07-03
Pittsburgh,Pennsylvania,Condo,1,2,4761.77,1571,Available,62,2.7,1463 Roberta Islands Suite 544,Jordan and Sons Apartments,2024-07-02
Buffalo,New York,Townhouse,2,1,8042.19,2370,Available,74,4.5,64852 Patterson Falls Suite 241,Bishop PLC Apartments,2025-09-12
Philadelphia,Pennsylvania,Apartment,4,1,13327.91,1564,Not Available,48,2.9,82247 Hale Port Suite 314,Davis-Fields Apartments,2026-03-04
Dallas,Texas,Townhouse,2,3,7802.35,2213,Not Available,55,4.3,7496 Hall Gateway Suite 784,"Allen, Austin and Foster Apartments",2025-06-19
Dallas,Texas,Apartment,1,2,3015.44,808,Available,66,2.8,6564 Ferguson Dam,Larson-Sullivan Apartments,2025-12-16
Miami,Florida,Townhouse,2,1,2512.08,2425,Available,93,2.7,8945 Kenneth Valleys Apt. 481,"Clements, Haley and Miller Apartments",2024-08-21
Albany,New York,House,1,3,3908.18,1567,Available,53,4.8,49931 Willis Path,Walker Group Apartments,2025-02-15
San Francisco,California,Apartment,4,3,15315.88,2124,Available,69,4.0,32367 Hunt Place Apt. 924,Kim-Brown Apartments,2025-02-26
Pittsburgh,Pennsylvania,House,4,2,7631.1,673,Available,31,3.3,549 Jackson Extensions Apt. 736,"Jones, Mclaughlin and Johnson Apartments",2025-05-02
San Francisco,California,Condo,1,1,1281.08,2333,Available,59,2.6,025 Odonnell Mount Apt. 150,"Dixon, Day and Little Apartments",2026-01-01
Philadelphia,Pennsylvania,House,4,3,12527.43,1186,Not Available,80,4.6,2596 Ibarra Dam Suite 015,Jacobs and Sons Apartments,2025-09-09
NYC,New York,House,2,3,7230.76,1550,Not Available,68,3.5,24190 Thomas Path Apt. 791,Barnes Group Apartments,2025-09-25
Philadelphia,Pennsylvania,House,3,3,11828.88,685,Not Available,99,3.9,38372 Madison Centers Suite 076,"Hurst, Atkins and Chavez Apartments",2025-04-03
Dallas,Texas,Condo,1,1,1409.1,906,Not Available,64,3.5,239 Wilcox Glen,Miranda-Campbell Apartments,2025-09-25
NYC,New York,House,3,2,12066.66,2454,Available,70,3.5,567 Amanda View,Bradley-Hartman Apartments,2025-07-13
Atlanta,Georgia,Apartment,4,2,5658.68,749,Available,97,2.6,50594 Davenport Cliffs,Brady Ltd Apartments,2024-09-03
Chicago,Illinois,Apartment,3,1,11210.03,623,Available,51,3.2,10672 Jesse Neck Suite 610,Hamilton-Padilla Apartments,2025-08-07
Miami,Florida,Condo,4,2,19691.13,1693,Not Available,70,3.3,176 Brown Parks Apt. 758,Scott-Greene Apartments,2025-12-29
Dallas,Texas,Apartment,3,3,3202.74,1020,Available,70,3.7,262 Young Glens,"Hall, Osborne and Marshall Apartments",2025-07-08
Austin,Texas,Condo,1,2,4587.23,2115,Available,85,3.4,87418 Macdonald Mills Apt. 084,Bradford-Powell Apartments,2025-02-26
Los Angeles,California,Condo,1,3,4578.94,2450,Not Available,33,4.6,834 Stacy Club Suite 569,"Brock, Acosta and Horn Apartments",2024-12-04
NYC,New York,House,4,2,11656.09,812,Available,72,3.4,3654 Rodney Crescent Apt. 255,Sullivan-Wallace Apartments,2024-09-06
Orlando,Florida,House,4,1,18040.28,1574,Available,64,2.6,8645 Rachel Meadow Suite 896,"Neal, Freeman and Chavez Apartments",2025-01-02
San Diego,California,Apartment,4,3,15598.23,1904,Not Available,77,3.9,037 Herrera Extensions,Salas-Wilson Apartments,2025-09-13
Houston,Texas,Apartment,1,3,4469.22,1249,Available,84,4.6,68876 Phillips Forest Apt. 050,Richardson-Smith Apartments,2025-10-05
Atlanta,Georgia,Apartment,4,3,13531.23,1080,Available,62,4.5,21947 Farrell Course Suite 343,"Martinez, Evans and Hobbs Apartments",2024-08-23
San Francisco,California,Condo,4,1,18233.82,816,Available,57,3.3,930 Kelly Terrace,Garcia-Mckinney Apartments,2026-01-24
San Diego,California,House,4,2,17576.97,1787,Available,32,4.9,7368 Bridges Road Suite 685,Jackson Ltd Apartments,2025-11-21
Chicago,Illinois,House,1,1,3666.16,2201,Not Available,56,3.9,584 Greg Landing Suite 716,Smith-Cardenas Apartments,2024-11-20
